2016-02-18 17:29:06,23.0000000000,35.0000000000
2016-02-18 17:29:08,23.0000000000,35.0000000000
2016-02-18 17:29:18,23.0000000000,35.0000000000
2016-02-18 17:29:28,23.0000000000,35.0000000000
2016-02-18 17:29:38,23.0000000000,35.0000000000
2016-02-18 17:29:48,23.0000000000,35.0000000000
2016-02-18 17:29:58,23.0000000000,35.0000000000
2016-02-18 17:30:08,23.0000000000,35.0000000000
2016-02-18 17:30:18,23.0000000000,35.0000000000
2016-02-18 17:30:28,23.0000000000,35.0000000000
2016-02-18 17:30:38,23.0000000000,35.0000000000
